emp_no,first_name,last_name,gender,to_date
476865,Vasilis,Imataki,M,9999-01-01
476987,Margareta,Cheshire,M,9999-01-01
476997,Bowen,Gente,M,9999-01-01
476998,Xinan,Uhrig,F,9999-01-01
477013,Kristina,Peng,M,9999-01-01
477017,Achilleas,Matteis,M,9999-01-01
477019,Tomokazu,Spinelli,M,9999-01-01
477030,Alois,Siksek,F,9999-01-01
477037,Zhaofang,Montresor,F,9999-01-01
477054,Arup,Emiris,M,9999-01-01
477061,Shigeu,Luft,F,9999-01-01
477065,Ult,Brickell,F,9999-01-01
477081,Aria,Cannata,M,9999-01-01
477096,Aleksander,Puppe,M,9999-01-01
477115,Alassane,Velasco,M,9999-01-01
477118,Hatim,Hutton,F,9999-01-01
477126,Shan,Chinin,M,9999-01-01
477133,Chikara,Gubsky,F,9999-01-01
477135,Gilbert,Vrecion,F,9999-01-01
477140,Christfried,Murrill,M,9999-01-01
477142,Mrinalini,Stenning,M,9999-01-01
477144,Augustine,Pramanik,M,9999-01-01
477145,Georgy,Gilg,M,9999-01-01
477158,Kazuhiro,Birrer,M,9999-01-01
477160,Florian,Streit,F,9999-01-01
477194,Xianlong,Furedi,M,9999-01-01
477197,Stevo,Spataro,F,9999-01-01
477199,Xinan,Paciorek,M,9999-01-01
477232,Dipayan,Zielinski,F,9999-01-01
477238,Bangqing,Rathonyi,F,9999-01-01
477246,Mara,Zeilberger,F,9999-01-01
477255,Serenella,Juneja,F,9999-01-01
477271,Susanna,Gyimothy,F,9999-01-01
476894,Serap,Grospietsch,F,9999-01-01
476898,Ronghao,Bratten,M,9999-01-01
477274,Michaela,Crabtree,M,9999-01-01
477275,Sachio,Marletta,M,9999-01-01
477281,Mart,Lorcy,F,9999-01-01
477483,Fatemeh,Luga,F,9999-01-01
477485,Kwangjo,Schnelling,M,9999-01-01
477497,Ortrud,Pashtan,M,9999-01-01
477498,Koldo,Majewski,M,9999-01-01
477508,Gonzalo,Bernatsky,M,9999-01-01
477291,Hidekazu,Gilg,F,9999-01-01
477298,Zengping,Denny,M,9999-01-01
477302,Chenxi,Budinsky,F,9999-01-01
477303,Kousuke,Zambonelli,F,9999-01-01
477308,Alejandra,Brandsma,M,9999-01-01
477309,Steve,Simmel,F,9999-01-01
477312,Fay,Ramalingam,M,9999-01-01
477314,Premal,Hanratty,M,9999-01-01
477337,Margareta,Osgood,F,9999-01-01
477345,Aleksander,Linares,F,9999-01-01
477348,Clyde,Fioravanti,F,9999-01-01
477358,Minghong,Siegrist,M,9999-01-01
477366,Kyoichi,Azadmanesh,M,9999-01-01
477370,Odinaldo,Badache,F,9999-01-01
477381,Yuping,Serdy,M,9999-01-01
477389,Abdulah,Claffy,M,9999-01-01
477399,Aruna,Falby,F,9999-01-01
477428,Qunsheng,Hanratty,M,9999-01-01
477434,Stein,Matzke,M,9999-01-01
477443,Geraldo,Plessier,M,9999-01-01
477444,Babette,Erez,M,9999-01-01
477461,Kamran,Thiran,F,9999-01-01
477468,Remmert,Papadias,M,9999-01-01
477473,Flemming,Mikschl,M,9999-01-01
477671,Mikhail,Segond,M,9999-01-01
477673,Mizuhito,Woycyznski,F,9999-01-01
477678,Naftaly,Serre,M,9999-01-01
477682,Adil,Miyakawa,M,9999-01-01
477684,Taegyun,Rabehasaina,M,9999-01-01
477700,Huican,Roccetti,M,9999-01-01
477701,Ayonca,Shumilov,F,9999-01-01
477727,Zvonko,Choobineh,M,9999-01-01
477734,Vojin,Raney,M,9999-01-01
477738,Nevin,Lamma,M,9999-01-01
477747,Maha,Taubman,M,9999-01-01
477756,Pragnesh,Iivonen,M,9999-01-01
477778,Abdulah,Fadgyas,M,9999-01-01
477783,Bikash,Gajiwala,F,9999-01-01
477795,Bouchung,Brookman,F,9999-01-01
477811,Shai,Whitcomb,F,9999-01-01
477833,Arup,Luce,M,9999-01-01
477842,Kwangho,Journel,F,9999-01-01
477852,Gad,Rosay,F,9999-01-01
477860,Selwyn,Servi,M,9999-01-01
477874,Navin,Pero,M,9999-01-01
477880,Arvind,Furudate,F,9999-01-01
477883,Taizo,Bennet,F,9999-01-01
477906,Mahendra,Varley,M,9999-01-01
477922,Moriyoshi,Wissmann,F,9999-01-01
477923,Augustine,Conde,F,9999-01-01
477930,Isamu,Stiles,M,9999-01-01
477964,Richara,Thiran,F,9999-01-01
477985,Beshir,Mattern,M,9999-01-01
477988,Troy,Vanwelkenhuysen,F,9999-01-01
477990,Alejandra,Aingworth,F,9999-01-01
477993,Sanjiv,Chorvat,F,9999-01-01
478005,Werner,Bage,M,9999-01-01
478012,Mostafa,Leivant,F,9999-01-01
478027,Mitchel,Pettis,M,9999-01-01
477510,Atreyi,Demizu,M,9999-01-01
477514,Angel,Reistad,M,9999-01-01
477523,Patricio,Kavvadias,F,9999-01-01
478033,Tonny,Luiz,F,9999-01-01
478037,Adib,Halevi,M,9999-01-01
477534,Eckart,Assaf,M,9999-01-01
478045,Guoxiang,Hanratty,M,9999-01-01
478052,Kristinn,Matzel,M,9999-01-01
478058,Collette,Akazan,M,9999-01-01
478061,Jackson,Broomell,M,9999-01-01
478075,Alexius,Stavenow,M,9999-01-01
478088,Ung,Vanwelkenhuysen,F,9999-01-01
478089,Pradeep,Gajiwala,M,9999-01-01
478095,Gal,Perz,M,9999-01-01
478114,Paloma,Dratva,M,9999-01-01
478116,Debatosh,Piveteau,F,9999-01-01
478121,Yucel,Ramaiah,M,9999-01-01
478125,Kazuhiro,Erez,M,9999-01-01
478131,Navid,Pettit,M,9999-01-01
478134,Ayonca,Lunn,M,9999-01-01
478137,Teiji,Schrift,M,9999-01-01
478142,Oscar,Haldar,M,9999-01-01
478146,Srinidhi,Nittel,F,9999-01-01
478152,Eran,Solovay,M,9999-01-01
478165,Toong,Brizzi,F,9999-01-01
478183,Mechthild,Onuegbe,F,9999-01-01
478204,Arne,Narlikar,M,9999-01-01
478234,Mayuri,Bach,F,9999-01-01
478241,Zito,Baik,M,9999-01-01
478243,Krisda,Osgood,F,9999-01-01
478250,Ranan,Rissland,M,9999-01-01
478261,Rajmohan,DasSarma,F,9999-01-01
478264,Sreenivas,Stroustrup,M,9999-01-01
478273,Dulce,Prochazka,F,9999-01-01
478279,Mack,Beeson,M,9999-01-01
478284,Zeydy,Kropatsch,M,9999-01-01
478292,Boguslaw,Fasbender,M,9999-01-01
478296,Kousuke,Ambroszkiewicz,M,9999-01-01
478303,Candido,Zyda,F,9999-01-01
478316,DAIDA,Erva,M,9999-01-01
478318,Ingmar,Swiler,M,9999-01-01
478320,Doowon,Rosaz,F,9999-01-01
478325,Roddy,Haddadi,M,9999-01-01
478336,Vidya,Gurbaxani,M,9999-01-01
478344,Shahid,Rassart,M,9999-01-01
478350,Halsur,Negoita,M,9999-01-01
478355,Nidapan,Waschkowski,M,9999-01-01
478356,Manu,Syrotiuk,M,9999-01-01
478357,Elrique,Reeker,M,9999-01-01
478358,Tonia,Erman,F,9999-01-01
478360,Sanjiv,Gilg,F,9999-01-01
478379,Kwun,Srimani,M,9999-01-01
478387,Deborah,Vesna,M,9999-01-01
478395,Wonhee,Bondorf,M,9999-01-01
477540,Chenyi,Hutter,M,9999-01-01
477543,Alexius,Pouyioutas,M,9999-01-01
477545,Shaunak,Preusig,F,9999-01-01
478406,Mabo,Mullainathan,F,9999-01-01
477566,Anwar,Gelosh,F,9999-01-01
478430,Weicheng,Samarati,M,9999-01-01
478435,Constantijn,Schwabacher,M,9999-01-01
477567,Doohun,Bharadwaj,M,9999-01-01
477571,Gal,Osgood,M,9999-01-01
477574,Lech,Tyugu,M,9999-01-01
478457,Tooru,Peron,F,9999-01-01
478458,Kwangho,Koblitz,F,9999-01-01
477580,Nikolaos,Guerreiro,F,9999-01-01
478474,Satyanarayana,Murthy,M,9999-01-01
477584,Honesty,Mateescu,M,9999-01-01
477587,Chrisa,Schonegge,M,9999-01-01
477594,Aris,Yoshizawa,M,9999-01-01
478496,Goncalo,Swick,F,9999-01-01
477595,Arto,Linares,M,9999-01-01
477637,Elgin,Pelz,F,9999-01-01
478509,Luise,Gerlach,M,9999-01-01
478530,Leif,Katzenelson,M,9999-01-01
478552,Teruyuki,Welham,M,9999-01-01
477652,Atreye,Koshino,M,9999-01-01
478572,Chaitali,Cusworth,M,9999-01-01
478581,Susuma,Peek,M,9999-01-01
478589,Peternela,Leppanen,M,9999-01-01
478608,Aemilian,Hemaspaandra,M,9999-01-01
478642,Jeong,Erman,F,9999-01-01
478647,Tomokazu,Hinsberger,M,9999-01-01
478678,Mario,Sethi,M,9999-01-01
478687,Heeju,Ramras,F,9999-01-01
478707,Leszek,Verhoeff,M,9999-01-01
478738,Cordelia,Simmel,M,9999-01-01
478742,Renee,Hainaut,F,9999-01-01
478758,Zhanqiu,Ranft,F,9999-01-01
478771,Rasiah,Beznosov,F,9999-01-01
478775,Collette,Iivonen,M,9999-01-01
478779,Ingmar,Vural,M,9999-01-01
478842,Pradeep,Herath,M,9999-01-01
478866,Elrique,Haumacher,F,9999-01-01
478870,Sajjad,Shrader,M,9999-01-01
478876,Masaki,DasSarma,F,9999-01-01
478878,Xinan,Gist,M,9999-01-01
478885,Atreyi,Boudaillier,M,9999-01-01
478889,Ortrun,Penn,M,9999-01-01
478914,Kwun,Munro,F,9999-01-01
477655,Serap,Oxenboll,M,9999-01-01
478939,Tommaso,Riefers,M,9999-01-01
477658,Giao,Bruckman,M,9999-01-01
478972,Shim,Stentiford,M,9999-01-01
478985,Katsuo,Gubsky,F,9999-01-01
478996,Mary,Conti,F,9999-01-01
479004,Mountaz,Copas,F,9999-01-01
479012,Kazunori,Docker,F,9999-01-01
479017,Hitofumi,Sherertz,F,9999-01-01
479028,Xuejun,Itzigehl,M,9999-01-01
479035,Samphel,Chaudhury,F,9999-01-01
479038,Mitchel,Morton,M,9999-01-01
479051,Sanjoy,Swen,M,9999-01-01
479053,Hisao,Kawashima,F,9999-01-01
479065,Hideo,Farrow,M,9999-01-01
479070,Valery,Ozeri,M,9999-01-01
479074,Noritoshi,Mondadori,M,9999-01-01
479091,Mart,Maliniak,M,9999-01-01
479097,Clyde,Schaar,F,9999-01-01
479098,Kendra,Bridgland,M,9999-01-01
479119,Limsoon,Willoner,M,9999-01-01
479120,Leucio,Joslin,M,9999-01-01
479123,Narain,Berstel,F,9999-01-01
479125,Parviz,Rindone,M,9999-01-01
479333,Lene,Rosiles,M,9999-01-01
479147,Greger,Babb,M,9999-01-01
479162,Hirochika,Motley,M,9999-01-01
479165,Chirstian,Pauthner,M,9999-01-01
479166,Uno,Anger,F,9999-01-01
479167,Mayuri,Backhouse,M,9999-01-01
479345,Sorina,Boudaillier,F,9999-01-01
479357,Noritoshi,Perez,M,9999-01-01
479362,Jaroslava,Oxenboll,F,9999-01-01
479366,Mansur,Bultermann,M,9999-01-01
479396,Mohammad,Blokdijk,F,9999-01-01
479398,Danae,Petersohn,M,9999-01-01
479402,Martina,Perfilyeva,F,9999-01-01
479415,Vatsa,Merle,F,9999-01-01
479432,Abdelwaheb,England,M,9999-01-01
479438,Sreenivas,Badache,M,9999-01-01
479188,Koldo,Blokdijk,F,9999-01-01
479189,Arnould,Dulin,M,9999-01-01
479452,Arunachalam,Penn,F,9999-01-01
479463,Aamod,Isard,F,9999-01-01
479492,Kellie,Beutelspacher,F,9999-01-01
479229,Arfst,Ritcey,M,9999-01-01
479234,Izaskun,Thiran,M,9999-01-01
479496,Akeel,Lenart,M,9999-01-01
479502,Fay,Hettesheimer,M,9999-01-01
479516,Fusako,Niizuma,F,9999-01-01
479275,Isamu,Lores,F,9999-01-01
479281,Seongbae,Ghalwash,F,9999-01-01
479287,Emran,Berztiss,M,9999-01-01
479290,Lobel,Fujisaki,M,9999-01-01
479293,Chandrasekaran,Bage,M,9999-01-01
479297,Masali,Baby,M,9999-01-01
479304,Pradeep,Wissmann,F,9999-01-01
479307,Ennio,Cappelletti,M,9999-01-01
479521,JoAnne,Zaiane,M,9999-01-01
479528,Saddek,Rodham,F,9999-01-01
479543,Dmitri,Aumann,M,9999-01-01
479559,Yuchang,Monkewich,M,9999-01-01
479562,Temple,Barreiro,M,9999-01-01
479566,Paraskevi,Manderick,F,9999-01-01
479581,Yinghua,Thimonier,M,9999-01-01
479582,Rafols,Grospietsch,M,9999-01-01
479593,Sampalli,Chvatal,M,9999-01-01
479708,Hilary,Dayana,F,9999-01-01
479709,Geoffry,Reghbati,F,9999-01-01
479711,Mara,Heyers,M,9999-01-01
479717,Moheb,Tzvieli,M,9999-01-01
479720,Sivanarayana,Figueira,F,9999-01-01
479721,Elvis,Matzel,M,9999-01-01
479595,Aemilian,Litzler,M,9999-01-01
479598,Uriel,Dayang,M,9999-01-01
479615,Utpal,Sadowsky,M,9999-01-01
479736,Kousuke,Morrin,F,9999-01-01
479743,Nathan,Greenaway,M,9999-01-01
479749,Wilmer,Giaccio,M,9999-01-01
479620,Heping,Skrikant,F,9999-01-01
479764,Kazuhisa,Bashian,M,9999-01-01
479625,Itzchak,Parfitt,F,9999-01-01
479778,Sajjan,Naumovich,F,9999-01-01
479627,Gonzalo,Schaad,M,9999-01-01
479634,Ravishankar,Pelc,M,9999-01-01
479791,Vidar,Mamelak,F,9999-01-01
479637,Genta,Marsiglia,F,9999-01-01
479645,Ravishankar,Fontan,M,9999-01-01
479812,Fuqing,Staudhammer,F,9999-01-01
479813,Mohammed,Vernadat,F,9999-01-01
479821,Takahito,Mundy,F,9999-01-01
479651,Lena,Roohalamini,F,9999-01-01
479824,Manibrata,Auyong,M,9999-01-01
479676,Marl,Ressouche,M,9999-01-01
479836,Muzhong,Usdin,M,9999-01-01
479850,Sorina,Codenie,M,9999-01-01
479866,Heng,Pellegrinelli,F,9999-01-01
479869,Iara,Ressouche,M,9999-01-01
479688,Lijie,Hanratty,M,9999-01-01
479878,Kwan,Orlowska,M,9999-01-01
479690,Breannda,Fandrianto,F,9999-01-01
480085,Kien,Krider,F,9999-01-01
479881,Odysseas,Kavvadias,M,9999-01-01
479885,Sariel,Schade,M,9999-01-01
479894,Ipke,Gonthier,M,9999-01-01
479905,Danai,Peir,F,9999-01-01
479906,Duri,Silva,M,9999-01-01
480087,Kazunori,Irland,F,9999-01-01
480089,Harngdar,Ferretti,M,9999-01-01
480090,Gad,Krone,M,9999-01-01
480091,Morris,Shimshoni,F,9999-01-01
480093,Masadi,Sambasivam,F,9999-01-01
480096,Abdelaziz,Percebois,M,9999-01-01
480102,Przemyslawa,Geffroy,M,9999-01-01
480106,Brewster,Frezza,F,9999-01-01
480114,Shakhar,Suri,M,9999-01-01
480121,Martina,Benveniste,M,9999-01-01
480130,Heng,Kinley,M,9999-01-01
480135,Danny,Narahari,M,9999-01-01
479916,Tianruo,Kamber,M,9999-01-01
479937,Rimli,Kroft,F,9999-01-01
479945,Jeong,Paciorek,M,9999-01-01
479958,Uta,Schmezko,F,9999-01-01
479975,Kazuhiro,Pews,F,9999-01-01
480003,Uta,Brlek,F,9999-01-01
480018,Zvonko,Kawashimo,F,9999-01-01
480020,Prodip,Gips,F,9999-01-01
480034,Tokuyasu,Casley,M,9999-01-01
480042,Rildo,Brodie,M,9999-01-01
480043,Franziska,Chiola,F,9999-01-01
480044,Sudhanshu,Jording,M,9999-01-01
480051,Kwan,Erol,M,9999-01-01
480052,Chinho,Weisert,M,9999-01-01
480059,Honesty,Billingsley,M,9999-01-01
480060,Adas,Radwan,F,9999-01-01
480259,Giap,Antonakopoulos,M,9999-01-01
480271,Zita,Sooriamurthi,M,9999-01-01
480283,Elvia,Barreiro,M,9999-01-01
480289,Dietrich,Verhoeff,M,9999-01-01
480296,Moriyoshi,Birnbaum,M,9999-01-01
480316,Pranay,Feinberg,F,9999-01-01
480317,Suebskul,Passafiume,M,9999-01-01
480319,Alexius,Hiltgen,F,9999-01-01
480320,Djenana,Eugenio,M,9999-01-01
480322,Fumiko,Showalter,F,9999-01-01
480328,Larisa,Tempesti,M,9999-01-01
480337,Jouni,Cichocki,F,9999-01-01
480344,Hatem,Neimat,M,9999-01-01
480349,Khaled,Narlikar,M,9999-01-01
480350,Zijian,Kalloufi,M,9999-01-01
480353,Weiyi,Vural,M,9999-01-01
480355,Taisook,Nooteboom,M,9999-01-01
480366,Chikara,Eiter,M,9999-01-01
480369,Bluma,Desikan,F,9999-01-01
480376,Akhilish,Kieras,F,9999-01-01
480416,Armond,Toyoshima,M,9999-01-01
480432,Domenick,Akiyama,M,9999-01-01
480456,Tse,Chartres,M,9999-01-01
480459,Stevo,Oxman,M,9999-01-01
480463,Mokhtar,Slaats,M,9999-01-01
480484,King,Rosis,M,9999-01-01
480495,Iara,Zongker,F,9999-01-01
480541,Ranga,Quittner,M,9999-01-01
480544,Xianlong,Thambidurai,M,9999-01-01
480556,Irene,Kropf,M,9999-01-01
480584,Bernardo,Lichtman,M,9999-01-01
480587,Tonia,Trystram,M,9999-01-01
480590,Tzvetan,Asrin,M,9999-01-01
480631,Gao,Kavvadias,F,9999-01-01
480656,Genki,Colorni,F,9999-01-01
480670,Sanjoy,Penz,F,9999-01-01
480674,Kannan,Giveon,M,9999-01-01
480689,Rasiah,Krider,M,9999-01-01
480694,Leszek,Schaad,M,9999-01-01
480699,Jiafu,Garnick,F,9999-01-01
480711,Srinidhi,Assaf,M,9999-01-01
480742,Christoper,Wynblatt,M,9999-01-01
480771,Jasminko,Iwayama,M,9999-01-01
480775,Pradeep,Adachi,F,9999-01-01
480788,Idoia,Vesna,M,9999-01-01
480789,Masami,Mahmud,F,9999-01-01
480797,Ugo,Siprelle,M,9999-01-01
480801,Maren,Benveniste,F,9999-01-01
480823,Ulf,Baig,M,9999-01-01
480825,Georgy,Rosaz,F,9999-01-01
480828,Bernt,Dayang,M,9999-01-01
480841,Hatim,Barriga,F,9999-01-01
480850,Jasminko,Hardjono,F,9999-01-01
480851,Mani,Christ,M,9999-01-01
480855,Ottavia,Trumbly,F,9999-01-01
480859,Stabislas,Morton,M,9999-01-01
480862,Maris,Kropp,F,9999-01-01
480865,Akeno,Lorch,M,9999-01-01
480871,Dipayan,Reutenauer,M,9999-01-01
480883,Hitofumi,Rouquie,M,9999-01-01
480893,Mooi,Morrey,M,9999-01-01
480896,Atreye,Schlumberger,M,9999-01-01
480920,Flemming,Plumb,M,9999-01-01
480926,Guttorm,Magalhaes,M,9999-01-01
480929,Isaac,Chenoweth,F,9999-01-01
480942,Naftali,DasSarma,M,9999-01-01
480966,Duri,Mahnke,M,9999-01-01
480973,Emdad,Gien,M,9999-01-01
480976,Peternela,Katzenelson,F,9999-01-01
480981,Arco,Braccini,M,9999-01-01
480994,Berry,Alpay,M,9999-01-01
480995,Saeko,Argence,M,9999-01-01
481000,Hidefumi,Zirintsis,M,9999-01-01
481005,Remko,Zeilberger,M,9999-01-01
481017,Mooi,Sethi,F,9999-01-01
481019,Sampalli,Kalorkoti,F,9999-01-01
481025,Hairong,Apsitis,M,9999-01-01
481040,Shahaf,Serdy,F,9999-01-01
481043,Kersti,Covnot,M,9999-01-01
481058,Bouchung,Peral,F,9999-01-01
481070,Miyeon,Gimbel,F,9999-01-01
481079,Sibyl,Fiutem,M,9999-01-01
481082,Arup,Suermann,M,9999-01-01
481086,Marek,Radivojevic,M,9999-01-01
481096,Yongmao,Sadowsky,F,9999-01-01
481109,Renee,Rosaz,M,9999-01-01
481116,Mokhtar,Famili,M,9999-01-01
481128,Bodo,Gulak,M,9999-01-01
481144,Pramod,Honglei,F,9999-01-01
481152,Zeydy,Schiper,M,9999-01-01
481153,Golgen,Thorelli,M,9999-01-01
481165,Vasilis,Thummel,M,9999-01-01
481172,Jaana,Usery,M,9999-01-01
481179,Remmert,Rosay,F,9999-01-01
481182,Domenick,Penttonen,M,9999-01-01
481200,Seongbae,Bain,M,9999-01-01
481202,Bedir,Boguraev,F,9999-01-01
481222,Zhiwei,Wrigley,M,9999-01-01
481228,Vishv,Cochrane,F,9999-01-01
481231,Mahendra,Conry,F,9999-01-01
481250,Evgueni,Cullers,F,9999-01-01
481269,Stepehn,Openshaw,M,9999-01-01
481273,Halsur,Fontet,M,9999-01-01
481288,Suzette,Chaudhuri,F,9999-01-01
481296,Dmitri,Begiun,M,9999-01-01
481307,Hatsukazu,Pappas,M,9999-01-01
481312,Yefim,Schapiro,M,9999-01-01
481313,Cullen,Rodier,F,9999-01-01
481315,Yuichiro,Petereit,F,9999-01-01
481321,Haldon,Randi,F,9999-01-01
481322,Salvador,Hettesheimer,M,9999-01-01
481339,Zijian,Thorensen,F,9999-01-01
481341,Hidde,Ranka,F,9999-01-01
481343,Shaunak,Seiwald,F,9999-01-01
481350,Ioana,Crabtree,M,9999-01-01
481353,Herbert,Schaar,M,9999-01-01
481355,LiMin,Munoz,F,9999-01-01
481358,Dipankar,Spell,M,9999-01-01
481364,Kazunori,Klassen,M,9999-01-01
481365,Shaleah,Socorro,F,9999-01-01
481367,Sverrir,Billingsley,M,9999-01-01
481389,Oldrich,Luon,M,9999-01-01
481398,Lijie,Koblick,F,9999-01-01
481414,Heekeun,Selenyi,F,9999-01-01
481415,Mokhtar,Kaltofen,M,9999-01-01
481419,Masali,Coors,M,9999-01-01
481439,Kiam,Marakhovsky,F,9999-01-01
481447,Baoqiu,Erez,M,9999-01-01
481448,Kensei,Schlenzig,F,9999-01-01
481475,Jessie,Danley,M,9999-01-01
481476,Yahiko,Silva,M,9999-01-01
481496,Christoph,Bonifati,F,9999-01-01
481502,Bikash,Fordan,F,9999-01-01
481506,Bluma,Rehfuss,F,9999-01-01
481513,Shay,Gustavson,M,9999-01-01
481517,Palash,Peris,M,9999-01-01
481518,Panayotis,Duclos,F,9999-01-01
481522,Paddy,Feinberg,M,9999-01-01
481526,Shim,Stemann,M,9999-01-01
481537,Yucai,Munch,M,9999-01-01
481547,Marin,Rajcani,M,9999-01-01
481551,Akemi,Bednarek,F,9999-01-01
481569,Huican,Hutter,M,9999-01-01
481570,Arnould,Standera,M,9999-01-01
481586,Gaetan,Keohane,F,9999-01-01
481588,Jessie,Stranks,F,9999-01-01
481591,Masamitsu,Melski,F,9999-01-01
481599,Hausi,Kawashima,M,9999-01-01
481636,Yannik,Bahl,F,9999-01-01
481640,Khoa,Shrader,M,9999-01-01
481641,Miomir,Hammerschmidt,F,9999-01-01
481645,Pantung,Solares,M,9999-01-01
481652,Roddy,Debuse,M,9999-01-01
481658,Mingsen,Vanwelkenhuysen,F,9999-01-01
481660,Babette,Yeung,F,9999-01-01
481670,Suvo,Bodoff,M,9999-01-01
481679,Nobuyoshi,Hatcliff,M,9999-01-01
481694,Adas,Baumann,M,9999-01-01
481695,Bikash,Pusterhofer,M,9999-01-01
481708,Christfried,Salverda,M,9999-01-01
481712,Vitaly,Jeong,F,9999-01-01
481715,Lene,Cesareni,F,9999-01-01
481722,Mohammad,Ullian,M,9999-01-01
481750,Zvonko,Lieberherr,F,9999-01-01
481762,Wojceich,Stranks,M,9999-01-01
481775,Gao,Hartvigsen,M,9999-01-01
481777,Shooichi,Gruenwald,F,9999-01-01
481787,Dulce,Gecsel,M,9999-01-01
481815,Khedija,Jenevein,M,9999-01-01
481847,Kiyotoshi,Saoudi,M,9999-01-01
481857,Ulises,Ecklund,F,9999-01-01
481870,Mansur,Serov,M,9999-01-01
481872,Moty,Usdin,F,9999-01-01
481883,Paris,Zeilberger,M,9999-01-01
480158,Xiaoshan,Gente,M,9999-01-01
480175,Elrique,Schmiedel,M,9999-01-01
481886,Danai,Erdmenger,M,9999-01-01
481894,Parke,Yurov,M,9999-01-01
480176,Xiaopeng,Haddadi,F,9999-01-01
480190,Kasturi,Brandsma,M,9999-01-01
480192,Dhritiman,Onuegbe,F,9999-01-01
480194,Izaskun,Seghrouchni,F,9999-01-01
480199,Fumiyo,Msuda,M,9999-01-01
480219,Luise,Lemarechal,M,9999-01-01
480243,Candida,Gerlach,M,9999-01-01
481945,Danae,Stiles,F,9999-01-01
481947,Gift,Peac,M,9999-01-01
481953,Yishai,Brickell,F,9999-01-01
481961,Arne,Zumaque,M,9999-01-01
480244,Etsuo,Pettis,M,9999-01-01
481975,Dayanand,Gruenwald,M,9999-01-01
482112,Ronghao,Bamford,F,9999-01-01
481981,Claudi,Spieker,M,9999-01-01
481983,Odysseas,Servieres,M,9999-01-01
481985,Constantine,Vakili,F,9999-01-01
481991,Serap,Molenkamp,F,9999-01-01
481992,Kwan,Bednarek,M,9999-01-01
481995,Kwok,Snyers,M,9999-01-01
482007,Satyanarayana,Schrooten,M,9999-01-01
482020,Manu,Azumi,M,9999-01-01
482024,Byong,Hofting,F,9999-01-01
482035,Conal,Beausoleil,F,9999-01-01
482036,Alper,Badache,F,9999-01-01
482119,Mitsuyuki,Emden,M,9999-01-01
482050,Vugranam,Shrader,F,9999-01-01
482123,Nobuyoshi,Mungall,M,9999-01-01
482127,Georgy,Pena,M,9999-01-01
482064,Girolamo,Fairtlough,M,9999-01-01
482135,Aris,Albarhamtoshy,M,9999-01-01
482074,Sven,Strandh,M,9999-01-01
482078,Ohad,Sanella,M,9999-01-01
482144,Kensei,Shinomoto,F,9999-01-01
482087,Guozhong,Skafidas,M,9999-01-01
482091,Garnik,Kuhnemann,M,9999-01-01
482093,Ramzi,Vieri,M,9999-01-01
482095,Tomofumi,Dymetman,F,9999-01-01
482150,Przemyslawa,Gluchowski,M,9999-01-01
482157,Oscar,Mitzlaff,F,9999-01-01
482160,Kamakshi,Kumaresan,M,9999-01-01
482165,Tonny,Makrucki,F,9999-01-01
482172,Moon,Olivero,F,9999-01-01
482188,Akemi,Panwar,M,9999-01-01
482289,Fumitaka,Cooman,F,9999-01-01
482297,Khedija,Lorho,F,9999-01-01
482194,Fan,Tasistro,F,9999-01-01
482306,Kiyomitsu,Alencar,F,9999-01-01
482308,Shietung,Georg,M,9999-01-01
482207,Satyanarayana,Perl,M,9999-01-01
482311,Shen,Iisaku,M,9999-01-01
482317,Bernice,Engelmann,M,9999-01-01
482214,Dung,Michaeli,M,9999-01-01
482333,Harjit,Pelz,F,9999-01-01
482216,Moss,Zumaque,F,9999-01-01
482338,Tokuyasu,Waschkowski,M,9999-01-01
482339,Vishwani,Poujol,F,9999-01-01
482230,Dinah,Christ,M,9999-01-01
482345,Lorien,Coney,M,9999-01-01
482355,Golgen,Kulisch,M,9999-01-01
482356,Bikash,Decaestecker,M,9999-01-01
482363,Lenore,Georg,F,9999-01-01
482237,Xiaopeng,Ranka,M,9999-01-01
482366,Adil,Schurmann,M,9999-01-01
482268,Dekang,Waschkowski,M,9999-01-01
482376,Niranjan,Kusakabe,F,9999-01-01
482382,Gererd,Maginnis,M,9999-01-01
482386,Subir,McFarlin,F,9999-01-01
482391,Arnould,Anger,M,9999-01-01
482404,Ger,Verhaegen,M,9999-01-01
482413,Zhigen,Melski,F,9999-01-01
482277,Georgy,Detkin,M,9999-01-01
482282,Ewing,Taneja,M,9999-01-01
482429,Wonhee,Guardalben,M,9999-01-01
482480,Herbert,Birjandi,M,9999-01-01
482438,Nathan,Gulik,F,9999-01-01
482458,Zdislav,Bresenham,M,9999-01-01
482460,Breannda,Vieri,F,9999-01-01
482469,Dayanand,Rahier,M,9999-01-01
482483,Debaprosad,Landherr,M,9999-01-01
482493,Lalit,VanScheik,M,9999-01-01
482497,Tesuro,Nivat,M,9999-01-01
482514,Geoff,Constantine,F,9999-01-01
482659,Zhenbing,Passino,F,9999-01-01
482523,Adam,Plessier,M,9999-01-01
482672,Ymte,Molenaar,M,9999-01-01
482679,Krister,Decleir,F,9999-01-01
482539,Bikash,Pehl,M,9999-01-01
482701,Vitaly,Diderrich,M,9999-01-01
482541,Teruyuki,Masaki,M,9999-01-01
482711,Alois,Jarecki,F,9999-01-01
482555,Hyuncheol,Mansanne,F,9999-01-01
482715,Kwangyoen,Guting,F,9999-01-01
